Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 91469 | - | RT-60004201 | IT-60022260 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91599 | - | RT-60003943 | IT-60020789 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 91599 | - | RT-60003943 | IT-60020788 | Approve | jennifer.butler | Approved - SQE
Change Order | 91599 | - | RT-60003943 | IT-60020787 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91599 | - | RT-60003943 | IT-60020790 | Approve | jennifer.butler | Approved - Originator
Change Order | 91599 | - | RT-60003944 | IT-60020792 |  | jennifer.butler | Accept - Change Owner
Change Order | 91599 | - | RT-60003944 | IT-60020791 | Approve | jennifer.butler | Accept - SQE
Change Order | 91599 | - | RT-60003944 | IT-60020793 | Approve | jennifer.butler | Accept - Buyer
Change Order | 91137 | - | RT-20012563 | IT-20059471 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91137 | - | RT-20012563 | IT-20059470 | Approve | jennifer.butler | Approved - Originator
Change Order | 91137 | - | RT-20012563 | IT-20059469 | Approve | jennifer.butler | Approved - Configuration Manager
Change Order | 91137 | - | RT-20012564 | IT-20059474 |  | jennifer.butler | Accept - Update Scorecard
Change Order | 91137 | - | RT-20012564 | IT-20059473 | Approve | jennifer.butler | Accept - Change Owner
Change Order | 91137 | - | RT-20012564 | IT-20059472 | Approve | jennifer.butler | Accept - Planned
Change Order | 87103 | - | RT-50001155 | IT-50006103 | Approve | janie.eskuri | Accept - Production Supervisor
Change Order | 87103 | - | RT-50001155 | IT-50006102 | Approve | janie.eskuri | Accept - Planner
Change Order | 87103 | - | RT-50001155 | IT-50006100 | Approve | janie.eskuri | Accept - TLC Administrator
Change Order | 87103 | - | RT-50001155 | IT-50006101 | Approve | janie.eskuri | Accept - Planned
Change Order | 87103 | - | RT-50001155 | IT-50006097 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 87103 | - | RT-50001155 | IT-50006098 |  | janie.eskuri | Accept - Quality Supervisor
Change Order | 87103 | - | RT-50001155 | IT-50006099 | Approve | janie.eskuri | Accept - Production Supervisor
Change Order | 87103 | - | RT-50001154 | IT-50006093 | Approve | janie.eskuri | Approved - Quality Supervisor
Change Order | 87103 | - | RT-50001154 | IT-50006094 | Approve | janie.eskuri | Approved - Initiator
Change Order | 87103 | - | RT-50001154 | IT-50006092 | Approve | janie.eskuri | Approved - Change Owner
Change Order | 87103 | - | RT-50001154 | IT-50006091 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 87103 | - | RT-50001154 | IT-50006096 | Approve | janie.eskuri | Approved - Training Mgr
Change Order | 87103 | - | RT-50001154 | IT-50006095 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 91172 | - | RT-60005915 | IT-60032038 |  | stuart.andrzejewski | Accept - SQE
Change Order | 91172 | - | RT-60005915 | IT-60032036 |  | stuart.andrzejewski | Accept - Change Owner
Change Order | 91172 | - | RT-60005915 | IT-60032037 |  | stuart.andrzejewski | Accept - Buyer
Change Order | 91172 | - | RT-60005914 | IT-60032035 | Approve | stuart.andrzejewski | Approved - SQE
Change Order | 91172 | - | RT-60005914 | IT-60032034 | Approve | stuart.andrzejewski | Approved - Regulatory
Change Order | 91172 | - | RT-60005914 | IT-60032033 | Approve | stuart.andrzejewski | Approved - Configuration Mgr
Change Order | 91172 | - | RT-60005914 | IT-60032032 | Approve | stuart.andrzejewski | Approved - Originator
Change Order | 89430 | - | RT-50003289 | IT-50016944 | Approve | jessica.smotherman | Approved - CAD Checker
Change Order | 89430 | - | RT-50003289 | IT-50016943 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 89430 | - | RT-50003289 | IT-50016946 | Approve | jessica.smotherman | Approved - Mach-Fab II Author / Owner
Change Order | 89430 | - | RT-50003289 | IT-50016947 | Approve | jessica.smotherman | Approved - Technical Content Drawing Approver
Change Order | 89430 | - | RT-50003289 | IT-50016945 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 89430 | - | RT-50003289 | IT-50016948 | Approve | jessica.smotherman | Approved - Mach-Fab II Author / Owner
Change Order | 89430 | - | RT-50003289 | IT-50016949 | Approve | jessica.smotherman | Approved - Originator
Change Order | 89430 | - | RT-50003290 | IT-50016951 | Approve | jessica.smotherman | Implement - Production Supervisor
Change Order | 89430 | - | RT-50003290 | IT-50016950 | Approve | jessica.smotherman | Accept - Planner
Change Order | 89430 | - | RT-50003290 | IT-50016953 | Approve | jessica.smotherman | Implement - DHF Implementer
Change Order | 89430 | - | RT-50003290 | IT-50016954 | Approve | jessica.smotherman | Implement - Procedure Author / Owner
Change Order | 89430 | - | RT-50003290 | IT-50016952 |  | jessica.smotherman | Implement - Change Owner
Change Order | 89430 | - | RT-50003290 | IT-50016955 |  | jessica.smotherman | Implement - Configuration Manager
Change Order | 89430 | - | RT-50003290 | IT-50016956 | Approve | jessica.smotherman | Accept - Planned
Change Order | 89430 | - | RT-50003290 | IT-50016957 | Approve | jessica.smotherman | Accept - Production Supervisor
Change Order | 89430 | - | RT-50003290 | IT-50016958 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 89430 | - | RT-50003290 | IT-50016962 |  | jessica.smotherman | Implement - Project Manager
Change Order | 89430 | - | RT-50003290 | IT-50016961 | Approve | jessica.smotherman | Implement - Planner
Change Order | 89430 | - | RT-50003290 | IT-50016960 | Approve | jessica.smotherman | Accept - Mach-Fab II Author / Owner
Change Order | 89430 | - | RT-50003290 | IT-50016963 | Approve | jessica.smotherman | Implement - CAPA Associate
Change Order | 89430 | - | RT-50003290 | IT-50016959 | Approve | jessica.smotherman | Accept - Mach-Fab II Author / Owner
Change Order | 90799 | - | RT-60002674 | IT-60013989 | Approve | jennifer.seagraves | Accept - Service Supervisor
Change Order | 90799 | - | RT-60002674 | IT-60013990 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 90799 | - | RT-60002674 | IT-60013992 | Approve | jennifer.seagraves | Accept - TLC System Administrator
Change Order | 90799 | - | RT-60002674 | IT-60013994 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 90799 | - | RT-60002674 | IT-60013993 | Approve | jennifer.seagraves | Accept - Planned
Change Order | 90799 | - | RT-60002674 | IT-60013991 | Approve | jennifer.seagraves | Accept - EM Supervisor
Change Order | 90799 | - | RT-60002674 | IT-60013995 |  | jennifer.seagraves | Implement - Configuration Mgr.
Change Order | 90799 | - | RT-60002674 | IT-60013996 |  | jennifer.seagraves | Implement - SME
Change Order | 90799 | - | RT-60002673 | IT-60013988 | Approve | jennifer.seagraves | Approved - Configuration Mgr
Change Order | 90799 | - | RT-60002673 | IT-60013983 | Approve | jennifer.seagraves | Approved - Technical Content Drawing Approver
Change Order | 90799 | - | RT-60002673 | IT-60013984 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 90799 | - | RT-60002673 | IT-60013986 | Approve | jennifer.seagraves | Approved - Training
Change Order | 90799 | - | RT-60002673 | IT-60013985 | Approve | jennifer.seagraves | Approved - CAD Checker
Change Order | 90799 | - | RT-60002673 | IT-60013987 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91437 | - | RT-60005298 | IT-60028541 | Approve | georgia.eierman | Approved - Training
Change Order | 91437 | - | RT-60005298 | IT-60028539 | Approve | georgia.eierman | Approved - Originator
Change Order | 91437 | - | RT-60005298 | IT-60028540 | Approve | georgia.eierman | Approved - Configuration Mgr.
Change Order | 91437 | - | RT-60005298 | IT-60028542 | Approve | georgia.eierman | Approved - Regulatory
Change Order | 91437 | - | RT-60005299 | IT-60028549 |  | georgia.eierman | Implement - Configuration Mgr.
Change Order | 91437 | - | RT-60005299 | IT-60028543 | Approve | georgia.eierman | Accept - Change Owner
Change Order | 91437 | - | RT-60005299 | IT-60028547 |  | georgia.eierman | Implement - Product SME
Change Order | 91437 | - | RT-60005299 | IT-60028545 | Approve | georgia.eierman | Accept - Service Mgr.
Change Order | 91437 | - | RT-60005299 | IT-60028546 | Approve | georgia.eierman | Accept - Planned
Change Order | 91437 | - | RT-60005299 | IT-60028548 |  | georgia.eierman | Implement - Change Owner
Change Order | 91437 | - | RT-60005299 | IT-60028544 | Approve | georgia.eierman | Accept - TLC System Administrator
Change Order | 91446 | - | RT-60005301 | IT-60028563 | Approve | kevin.bemis | Approved - SQE
Change Order | 91446 | - | RT-60005301 | IT-60028564 | Approve | kevin.bemis | Approved - Originator
Change Order | 91446 | - | RT-60005301 | IT-60028565 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91446 | - | RT-60005301 | IT-60028566 | Approve | kevin.bemis | Approved - CAD Checker
Change Order | 91446 | - | RT-60005301 | IT-60028567 | Approve | kevin.bemis | Approved - Technical Content Drawing Approver
Change Order | 91446 | - | RT-60005301 | IT-60028568 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91446 | - | RT-60005302 | IT-60028570 |  | kevin.bemis | Accept - Buyer
Change Order | 91446 | - | RT-60005302 | IT-60028571 |  | kevin.bemis | Accept - SQE
Change Order | 91446 | - | RT-60005302 | IT-60028569 |  | kevin.bemis | Accept - Change Owner
Change Order | 90049 | - | RT-60001792 | IT-60009651 |  | mike.impellizzeri | Accept - Scrap Associate
Change Order | 90049 | - | RT-60001792 | IT-60009652 | Approve | mike.impellizzeri | Accept - Change Owner
Change Order | 90049 | - | RT-60001792 | IT-60009650 | Approve | mike.impellizzeri | Accept - Buyer
Change Order | 90049 | - | RT-60001792 | IT-60009653 |  | mike.impellizzeri | Accept - Buyer
Change Order | 90049 | - | RT-60001792 | IT-60009654 | Approve | mike.impellizzeri | Accept - Planner
Change Order | 90049 | - | RT-60001791 | IT-60009649 | Approve | mike.impellizzeri | Approved - Graphics
Change Order | 90049 | - | RT-60001791 | IT-60009647 | Approve | mike.impellizzeri | Approved - Change Owner / Drawing Technical Content Approver
Change Order | 90049 | - | RT-60001791 | IT-60009648 | Approve | mike.impellizzeri | Approved - SQE
Change Order | 90049 | - | RT-60001791 | IT-60009642 | Approve | mike.impellizzeri | Approved - Configuration Manager
Change Order | 90049 | - | RT-60001791 | IT-60009643 | Approve | mike.impellizzeri | Approved - Regulatory
Change Order | 90049 | - | RT-60001791 | IT-60009646 | Approve | mike.impellizzeri | Approved - Originator
Change Order | 90049 | - | RT-60001791 | IT-60009645 | Approve | mike.impellizzeri | Approved - PQA
Change Order | 90049 | - | RT-60001791 | IT-60009644 | Approve | mike.impellizzeri | Approved - CAD
Change Order | 90409 | - | RT-60004644 | IT-60024844 | Approve | jennifer.butler | Approved - Configuration Mgr.
Change Order | 90409 | - | RT-60004644 | IT-60024846 | Approve | jennifer.butler | Approved - ECAD / Post-Marketing Engineering
Change Order | 90409 | - | RT-60004644 | IT-60024845 | Approve | jennifer.butler | Approved - Originator
Change Order | 90409 | - | RT-60004644 | IT-60024843 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 90409 | - | RT-60004644 | IT-60024847 | Approve | jennifer.butler | Approved - SQE
Change Order | 90409 | - | RT-60004645 | IT-60024848 |  | jennifer.butler | Accept - Change Owner
Change Order | 90409 | - | RT-60004645 | IT-60024849 |  | jennifer.butler | Accept - Buyer
Change Order | 86826 | - | RT-60000683 | IT-60003582 | Approve | jessica.smotherman | Approved - Originator
Change Order | 86826 | - | RT-60000683 | IT-60003581 | Approve | jessica.smotherman | Approved - SQE
Change Order | 86826 | - | RT-60000683 | IT-60003584 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 86826 | - | RT-60000683 | IT-60003583 | Approve | jessica.smotherman | Approved - Configuration Mgr
Change Order | 86826 | - | RT-60000684 | IT-60003587 | Approve | jessica.smotherman | Accept - SQE
Change Order | 86826 | - | RT-60000684 | IT-60003586 | Approve | jessica.smotherman | Accept - Buyer
Change Order | 86826 | - | RT-60000684 | IT-60003588 |  | jessica.smotherman | Accept - SQE
Change Order | 86826 | - | RT-60000684 | IT-60003585 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 91207 | - | RT-60005030 | IT-60027029 | Approve | jennifer.butler | Approved - Training
Change Order | 91207 | - | RT-60005030 | IT-60027030 | Approve | jennifer.butler | Approved - Originator
Change Order | 91207 | - | RT-60005030 | IT-60027032 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91207 | - | RT-60005030 | IT-60027031 | Approve | jennifer.butler | Approved - Configuration Manager
Change Order | 91207 | - | RT-60005031 | IT-60027034 | Approve | jennifer.butler | Accept - CDI Supervisor
Change Order | 91207 | - | RT-60005031 | IT-60027036 |  | jennifer.butler | Accept - Change Owner
Change Order | 91207 | - | RT-60005031 | IT-60027035 | Approve | jennifer.butler | Accept - TLC System Administrator
Change Order | 91207 | - | RT-60005031 | IT-60027033 | Approve | jennifer.butler | Accept - Planned
Change Order | 90581 | - | RT-60004043 | IT-60021277 | Approve | amy.brown | Approved - Originator
Change Order | 90581 | - | RT-60004043 | IT-60021276 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90581 | - | RT-60004043 | IT-60021278 | Approve | amy.brown | Approved - Graphics
Change Order | 90581 | - | RT-60004043 | IT-60021280 | Approve | amy.brown | Approved - Regulatory
Change Order | 90581 | - | RT-60004043 | IT-60021279 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 90581 | - | RT-60004044 | IT-60021285 | Approve | amy.brown | Accept - Planned
Change Order | 90581 | - | RT-60004044 | IT-60021283 | Approve | amy.brown | Accept - Buyer
Change Order | 90581 | - | RT-60004044 | IT-60021281 |  | amy.brown | Accept - Scrap Associate
Change Order | 90581 | - | RT-60004044 | IT-60021282 | Approve | amy.brown | Accept - Change Owner
Change Order | 90581 | - | RT-60004044 | IT-60021284 | Approve | amy.brown | Accept - Service Supervisor
Change Order | 91219 | - | RT-60004378 | IT-60023106 |  | sandy.lahoud | Accept - Accepter
Change Order | 91219 | - | RT-60004378 | IT-60023107 | Approve | sandy.lahoud | Accept - Buyer
Change Order | 91219 | - | RT-60004377 | IT-60023103 | Approve | sandy.lahoud | Approved - Configuration Mgr
Change Order | 91219 | - | RT-60004377 | IT-60023105 | Approve | sandy.lahoud | Approved - Graphics
Change Order | 91219 | - | RT-60004377 | IT-60023104 | Approve | sandy.lahoud | Approved - Originator
Change Order | 91699 | - | RT-60005507 | IT-60029673 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91699 | - | RT-60005507 | IT-60029675 | Approve | janie.eskuri | Approved - Originator
Change Order | 91699 | - | RT-60005507 | IT-60029674 | Approve | janie.eskuri | Approved - Post-Market Engineering
Change Order | 91699 | - | RT-60005508 | IT-60029677 | Approve | janie.eskuri | Accept - Buyer
Change Order | 91699 | - | RT-60005508 | IT-60029676 | Approve | janie.eskuri | Accept - Accepter
Change Order | 91699 | - | RT-60005508 | IT-60029678 |  | janie.eskuri | Implement - Implementer
Change Order | 91401 | - | RT-60005826 | IT-60031542 | Approve | amy.brown | Approved - Originator
Change Order | 91401 | - | RT-60005826 | IT-60031545 | Approve | amy.brown | Approved - Regulatory
Change Order | 91401 | - | RT-60005826 | IT-60031543 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91401 | - | RT-60005826 | IT-60031544 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 91401 | - | RT-60005827 | IT-60031547 |  | amy.brown | Accept - Buyer
Change Order | 91401 | - | RT-60005827 | IT-60031546 |  | amy.brown | Accept - Change Owner
Change Order | 91021 | - | RT-60003313 | IT-60017304 | Approve | alycia.mullins | Accept - Finance
Change Order | 91021 | - | RT-60003313 | IT-60017303 | Approve | alycia.mullins | Accept - Buyer
Change Order | 91021 | - | RT-60003313 | IT-60017306 |  | alycia.mullins | Accept - Planner
Change Order | 91021 | - | RT-60003313 | IT-60017307 |  | alycia.mullins | Accept - SQE
Change Order | 91021 | - | RT-60003313 | IT-60017305 | Approve | alycia.mullins | Accept - Change Owner
Change Order | 91021 | - | RT-60003312 | IT-60017299 | Approve | alycia.mullins | Approved - Configuration Manager
Change Order | 91021 | - | RT-60003312 | IT-60017298 | Approve | alycia.mullins | Approved - CAD Checker
Change Order | 91021 | - | RT-60003312 | IT-60017300 | Approve | alycia.mullins | Approved - SQE
Change Order | 91021 | - | RT-60003312 | IT-60017302 | Approve | alycia.mullins | Approved - Originator / Technical Content Drawing Approver
Change Order | 91021 | - | RT-60003312 | IT-60017301 | Approve | alycia.mullins | Approved - Regulatory
Change Order | 91392 | - | RT-60005963 | IT-60032247 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91392 | - | RT-60005963 | IT-60032245 | Approve | janie.eskuri | Approved - Graphics
Change Order | 91392 | - | RT-60005963 | IT-60032246 | Approve | janie.eskuri | Approved - Originator
Change Order | 91392 | - | RT-60005964 | IT-60032249 |  | janie.eskuri | Accept - Accepter
Change Order | 91392 | - | RT-60005964 | IT-60032248 |  | janie.eskuri | Accept - Buyer
Change Order | 91230 | - | RT-60003931 | IT-60020717 |  | amy.brown | Accept - Accepter
Change Order | 91230 | - | RT-60003930 | IT-60020715 | Approve | amy.brown | Approved - Originator
Change Order | 91230 | - | RT-60003930 | IT-60020716 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91079 | - | RT-20012250 | IT-20057695 | Approve | farah.logna | Approved - Configuration Mgr
Change Order | 91079 | - | RT-20012250 | IT-20057696 | Approve | farah.logna | Approved - Originator
Change Order | 91079 | - | RT-20012250 | IT-20057697 | Approve | farah.logna | Approved - Regulatory
Change Order | 91079 | - | RT-20012251 | IT-20057699 |  | farah.logna | Implement - Configuration Mgr.
Change Order | 91079 | - | RT-20012251 | IT-20057700 | Approve | farah.logna | Implement - SME
Change Order | 91079 | - | RT-20012251 | IT-20057698 | Approve | farah.logna | Accept - Change Owner
Change Order | 91079 | - | RT-20012251 | IT-20057701 |  | farah.logna | Implement - Change Owner
Change Order | 91403 | - | RT-60004743 | IT-60025474 |  | amy.brown | Accept - Accepter
Change Order | 91403 | - | RT-60004743 | IT-60025473 | Approve | amy.brown | Accept - Buyer
Change Order | 91403 | - | RT-60004742 | IT-60025472 | Approve | amy.brown | Approved - Graphics
Change Order | 91403 | - | RT-60004742 | IT-60025471 | Approve | amy.brown | Approved - Originator
Change Order | 91403 | - | RT-60004742 | IT-60025470 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91600 | - | RT-60005272 | IT-60028394 | Approve | jennifer.butler | Accept - Buyer
Change Order | 91600 | - | RT-60005272 | IT-60028395 |  | jennifer.butler | Accept - Change Owner
Change Order | 91600 | - | RT-60005272 | IT-60028396 |  | jennifer.butler | Accept - SQE
Change Order | 91600 | - | RT-60005271 | IT-60028392 | Approve | jennifer.butler | Approved - SQE
Change Order | 91600 | - | RT-60005271 | IT-60028393 | Approve | jennifer.butler | Approved - Post-Market Engineering
Change Order | 91600 | - | RT-60005271 | IT-60028390 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 91600 | - | RT-60005271 | IT-60028391 | Approve | jennifer.butler | Approved - Originator
Change Order | 91600 | - | RT-60005271 | IT-60028389 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91184 | - | RT-60003759 | IT-60019669 |  | jason.richmond | Accept - Buyer
Change Order | 91184 | - | RT-60003759 | IT-60019668 |  | jason.richmond | Accept - Change Owner
Change Order | 91184 | - | RT-60003759 | IT-60019667 | Approve | jason.richmond | Accept - Buyer
Change Order | 91184 | - | RT-60003758 | IT-60019666 | Approve | jason.richmond | Approved - Configuration Manager
Change Order | 91184 | - | RT-60003758 | IT-60019664 | Approve | jason.richmond | Approved - Regulatory
Change Order | 91184 | - | RT-60003758 | IT-60019665 | Approve | jason.richmond | Approved - CAD
Change Order | 91184 | - | RT-60003758 | IT-60019663 | Approve | jason.richmond | Approved - Supplier Quality Engineering
Change Order | 91184 | - | RT-60003758 | IT-60019662 | Approve | jason.richmond | Approved - Originator / Technical Content Drawing Approver
Change Order | 89471 | - | RT-40008201 | IT-40040744 | Approve | janie.eskuri | Accept - Buyer
Change Order | 89471 | - | RT-40008201 | IT-40040748 |  | janie.eskuri | Implement - Supplier Quality Engineering
Change Order | 89471 | - | RT-40008201 | IT-40040747 |  | janie.eskuri | Implement - Configuration Mgr
Change Order | 89471 | - | RT-40008201 | IT-40040749 | Approve | janie.eskuri | Implement - Subject Matter Expert
Change Order | 89471 | - | RT-40008201 | IT-40040746 | Approve | janie.eskuri | Implement - Buyer
Change Order | 89471 | - | RT-40008201 | IT-40040750 |  | janie.eskuri | Implement - Change Owner
Change Order | 89471 | - | RT-40008201 | IT-40040745 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 89471 | - | RT-40008200 | IT-40040743 | Approve | janie.eskuri | Approved - Originator
Change Order | 89471 | - | RT-40008200 | IT-40040738 | Approve | janie.eskuri | Approved - CAD Checker
Change Order | 89471 | - | RT-40008200 | IT-40040741 | Approve | janie.eskuri | Approved - Technical Content Drawing Approver
Change Order | 89471 | - | RT-40008200 | IT-40040740 | Approve | janie.eskuri | Approved - Supplier Quality Engineering
Change Order | 89471 | - | RT-40008200 | IT-40040739 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89471 | - | RT-40008200 | IT-40040742 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 91432 | - | RT-60002785 | IT-60014518 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91432 | - | RT-60002785 | IT-60014522 | Approve | kevin.bemis | Approved - SQE
Change Order | 91432 | - | RT-60002785 | IT-60014519 | Approve | kevin.bemis | Approved - QA Supervisor - Rework
Change Order | 91432 | - | RT-60002785 | IT-60014521 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91432 | - | RT-60002785 | IT-60014520 | Approve | kevin.bemis | Approved - Originator
Change Order | 91432 | - | RT-60002786 | IT-60014527 |  | kevin.bemis | Accept - EM Supervisor / Scrap Associate
Change Order | 91432 | - | RT-60002786 | IT-60014526 | Approve | kevin.bemis | Accept - Buyer
Change Order | 91432 | - | RT-60002786 | IT-60014524 |  | kevin.bemis | Accept - QA Supervisor - Rework
Change Order | 91432 | - | RT-60002786 | IT-60014525 |  | kevin.bemis | Accept - Change Owner
Change Order | 91432 | - | RT-60002786 | IT-60014528 |  | kevin.bemis | Accept - SQE
Change Order | 91432 | - | RT-60002786 | IT-60014530 |  | kevin.bemis | Accept - Scrap Associate
Change Order | 91432 | - | RT-60002786 | IT-60014529 | Approve | kevin.bemis | Accept - CDI Supervisor / Scrap Associate
Change Order | 91432 | - | RT-60002786 | IT-60014523 | Approve | kevin.bemis | Accept - Planned
Change Order | 89680 | - | RT-50006051 | IT-50031449 | Approve | nashmia.khalid | Approved - Graphics
Change Order | 89680 | - | RT-50006051 | IT-50031447 | Approve | nashmia.khalid | Approved - Originator
Change Order | 89680 | - | RT-50006051 | IT-50031448 | Approve | nashmia.khalid | Approved - Configuration Mgr
Change Order | 89680 | - | RT-50006051 | IT-50031446 | Approve | nashmia.khalid | Approved - Regulatory
Change Order | 89680 | - | RT-50006052 | IT-50031453 |  | nashmia.khalid | Implement - Graphics
Change Order | 89680 | - | RT-50006052 | IT-50031450 | Approve | nashmia.khalid | Accept - Buyer
Change Order | 89680 | - | RT-50006052 | IT-50031454 |  | nashmia.khalid | Implement - Implementer
Change Order | 89680 | - | RT-50006052 | IT-50031451 | Approve | nashmia.khalid | Accept - Accepter
Change Order | 89680 | - | RT-50006052 | IT-50031452 | Approve | nashmia.khalid | Implement - Buyer
Change Order | 91235 | - | RT-60005587 | IT-60030053 | Approve | amy.brown | Accept - Buyer
Change Order | 91235 | - | RT-60005587 | IT-60030054 |  | amy.brown | Accept - Change Owner
Change Order | 91235 | - | RT-60005587 | IT-60030055 |  | amy.brown | Accept - Supplier Quality Engineering
Change Order | 91235 | - | RT-60005586 | IT-60030052 | Approve | amy.brown | Approved - Originator
Change Order | 91235 | - | RT-60005586 | IT-60030049 | Approve | amy.brown | Approved - Regulatory
Change Order | 91235 | - | RT-60005586 | IT-60030051 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 91235 | - | RT-60005586 | IT-60030050 | Approve | amy.brown | Approved - Configuration Mgr
Change Order | 90386 | - | RT-60004067 | IT-60021466 | Approve | amy.brown | Approved - Technical Content Drawing Approver
Change Order | 90386 | - | RT-60004067 | IT-60021468 | Approve | amy.brown | Approved - Regulatory
Change Order | 90386 | - | RT-60004067 | IT-60021467 | Approve | amy.brown | Approved - CAD Checker
Change Order | 90386 | - | RT-60004067 | IT-60021469 | Approve | amy.brown | Approved - Originator
Change Order | 90386 | - | RT-60004067 | IT-60021470 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90386 | - | RT-60004068 | IT-60021473 | Approve | amy.brown | Accept - Planned
Change Order | 90386 | - | RT-60004068 | IT-60021475 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 90386 | - | RT-60004068 | IT-60021476 | Approve | amy.brown | Implement - Project Manager
Change Order | 90386 | - | RT-60004068 | IT-60021474 |  | amy.brown | Implement - Change Owner
Change Order | 90386 | - | RT-60004068 | IT-60021477 |  | amy.brown | Implement - Regulatory - Terumo Japan Change Acknowledgment
Change Order | 90386 | - | RT-60004068 | IT-60021478 |  | amy.brown | Implement - Configuration Manager
Change Order | 90386 | - | RT-60004068 | IT-60021471 | Approve | amy.brown | Accept - Change Owner
Change Order | 90386 | - | RT-60004068 | IT-60021472 | Approve | amy.brown | Accept - Supervisor, Quality Assurance
Change Order | 91525 | - | RT-60002553 | IT-60013319 | Approve | janie.eskuri | Approved - Post Market Engineering
Change Order | 91525 | - | RT-60002553 | IT-60013320 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91525 | - | RT-60002553 | IT-60013321 | Approve | janie.eskuri | Approved - Originator
Change Order | 91525 | - | RT-60002554 | IT-60013323 |  | janie.eskuri | Accept - Buyer
Change Order | 91525 | - | RT-60002554 | IT-60013322 | Approve | janie.eskuri | Accept - Accepter
Change Order | 89780 | - | RT-50001016 | IT-50005499 | Approve | jessica.smotherman | Approved - CAD
Change Order | 89780 | - | RT-50001016 | IT-50005501 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 89780 | - | RT-50001016 | IT-50005500 | Approve | jessica.smotherman | Approved - Originator
Change Order | 89780 | - | RT-50001016 | IT-50005502 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 89780 | - | RT-50001016 | IT-50005503 | Approve | jessica.smotherman | Approved - Technical Content Drawing Approver
Change Order | 89780 | - | RT-50001017 | IT-50005505 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 89780 | - | RT-50001017 | IT-50005504 |  | jessica.smotherman | Accept - Buyer
Change Order | 89652 | - | RT-40007338 | IT-40036285 | Approve | jason.richmond | Approved - CAD
Change Order | 89652 | - | RT-40007338 | IT-40036284 | Approve | jason.richmond | Approved - Regulatory
Change Order | 89652 | - | RT-40007338 | IT-40036286 | Approve | jason.richmond | Approved - Technical Content Drawing Approver / Originator
Change Order | 89652 | - | RT-40007338 | IT-40036287 | Approve | jason.richmond | Approved - SQE
Change Order | 89652 | - | RT-40007338 | IT-40036291 | Approve | jason.richmond | Approved - Graphics
Change Order | 89652 | - | RT-40007338 | IT-40036289 | Approve | jason.richmond | Approved - Configuration Manager
Change Order | 89652 | - | RT-40007338 | IT-40036288 | Approve | jason.richmond | Approved - PQA - Initiate NCR
Change Order | 89652 | - | RT-40007338 | IT-40036290 | Approve | jason.richmond | Approved - Training
Change Order | 89652 | - | RT-40007339 | IT-40036297 | Approve | jason.richmond | Accept - Supervisor, Quality Assurance
Change Order | 89652 | - | RT-40007339 | IT-40036293 | Approve | jason.richmond | Accept - Buyer
Change Order | 89652 | - | RT-40007339 | IT-40036294 |  | jason.richmond | Accept - Buyer
